,source,name_of_video,url_of_video,name_of_channel,url_of_channel,time_stamp,date,month,day,year,hour,minute,second,AM/PM,time_zone
14,YouTube,Mann (Official Music Video)- The Yellow Diary ft. @tarini_shah| @moseskoul  | Love song 2023,https://www.youtube.com/watch?v=eTucXMU8ctw,The Yellow Diary,https://www.youtube.com/channel/UC9hmwlFrqRt5Wi9-tyXJIqw,Sep 5 2023 10:19:24 PM EST,5 Sep 2023,Sep,5,2023,10,19,24,PM,EST
15,YouTube,random modern family scenes. no context at all,https://www.youtube.com/watch?v=DrbtzisnH7A,What A Mess,https://www.youtube.com/channel/UCXON8CqW6r2RkDnwjLXg8Uw,Sep 5 2023 8:07:01 PM EST,5 Sep 2023,Sep,5,2023,8,7,1,PM,EST
16,YouTube,SMARTEST PROFESSOR TO GET YOU RANK 1,https://www.youtube.com/watch?v=q12WapUwAQ8,Tanmay Bhat,https://www.youtube.com/channel/UC0rE2qq81of4fojo-KhO5rg,Sep 2 2023 9:12:49 AM EST,2 Sep 2023,Sep,2,2023,9,12,49,AM,EST
17,YouTube,random modern family scenes. no context at all,https://www.youtube.com/watch?v=DrbtzisnH7A,What A Mess,https://www.youtube.com/channel/UCXON8CqW6r2RkDnwjLXg8Uw,Sep 1 2023 7:53:40 PM EST,1 Sep 2023,Sep,1,2023,7,53,40,PM,EST
18,YouTube,Prarambh'19 D2A Dance,https://www.youtube.com/watch?v=AjLHdfH4sO4,Photocircle VESIT,https://www.youtube.com/channel/UCM4GPJLoCVWuTocg15bZ0CA,Aug 31 2023 10:36:00 AM EST,31 Aug 2023,Aug,14,2023,10,36,0,AM,EST
19,YouTube,Prarambh 18 -D2A,https://www.youtube.com/watch?v=JPOTcpK7ooI,Vesit PhotoCircle,https://www.youtube.com/channel/UCghDBAYpXOZcJilIOirbW0Q,Aug 31 2023 10:34:54 AM EST,31 Aug 2023,Aug,15,2023,10,34,54,AM,EST
20,YouTube,random modern family scenes. no context at all,https://www.youtube.com/watch?v=DrbtzisnH7A,What A Mess,https://www.youtube.com/channel/UCXON8CqW6r2RkDnwjLXg8Uw,Aug 30 2023 9:04:02 PM EST,30 Aug 2023,Aug,30,2023,9,4,2,PM,EST
21,YouTube,Phil Dunphy’s funniest moments season 5 Modern Family,https://www.youtube.com/watch?v=TE39VIjpBK4,ModFam,https://www.youtube.com/channel/UCUdeUMyTxQLnb7ryv1cdSjg,Aug 30 2023 8:54:14 PM EST,30 Aug 2023,Aug,30,2023,8,54,14,PM,EST
22,YouTube,Modern Family | Must-See Fan Favorite Moments,https://www.youtube.com/watch?v=ELutIbHk2UA,Peacock,https://www.youtube.com/channel/UCPgMAS8woHJ_o_OZdTR7kcQ,Aug 30 2023 8:43:06 PM EST,30 Aug 2023,Aug,30,2023,8,43,6,PM,EST
23,YouTube,Modern Family - Best Phil Dunphy Moments + Bloopers (Season 2),https://www.youtube.com/watch?v=FRDR1Y5ZOao,The SITuation COMpilation,https://www.youtube.com/channel/UCRk-R1I9HAJy5kQUZ6LgUeg,Aug 26 2023 8:54:24 AM EST,26 Aug 2023,Aug,26,2023,8,54,24,AM,EST
24,YouTube,name_vid,url_vid,name_chan,url_chan,Aug 26 2023 8:54:10 AM EST,26 Aug 2023,Aug,26,2023,8,54,10,AM,EST
25,YouTube,Making USC Football Great Again,https://www.youtube.com/watch?v=hgUCiUcCPN4,Grayson Adler,https://www.youtube.com/channel/UC78wq2HGbbc5gAOfY2rhdKg,Aug 24 2023 9:22:29 PM EST,24 Aug 2023,Aug,24,2023,9,22,29,PM,EST
26,YouTube,Tanmay & Aishwarya Mohanraj REACT To HEART OF STONE! | Alia Bhatt & Gal Gadot | Netflix India,https://www.youtube.com/watch?v=1GujwDG36rE,Netflix India,https://www.youtube.com/channel/UCZSNzBgFub_WWil6TOTYwAg,Aug 24 2023 12:07:05 PM EST,24 Aug 2023,Aug,24,2023,12,7,5,PM,EST
27,YouTube,"Introduction to economics | Supply, demand, and market equilibrium | Economics | Khan Academy",https://www.youtube.com/watch?v=8JYP_wU1JTU,Khan Academy,https://www.youtube.com/channel/UC4a-Gbdw7vOaccHmFo40b9g,Aug 23 2023 6:43:41 PM EST,23 Aug 2023,Aug,23,2023,6,43,41,PM,EST
28,YouTube,BEST MOMENTS MODERN FAMILY - Part 1,https://www.youtube.com/watch?v=i40oXOjETAM,modernfamillyshow,https://www.youtube.com/channel/UCNcVZnrAoWo6QzqP8nbnYOA,Aug 18 2023 2:47:19 PM EST,18 Aug 2023,Aug,18,2023,2,47,19,PM,EST
29,YouTube,Modern Family Funniest Moments #2,https://www.youtube.com/watch?v=5DTWf8ZuOeg,modernfamillyshow,https://www.youtube.com/channel/UCNcVZnrAoWo6QzqP8nbnYOA,Aug 18 2023 2:34:52 PM EST,18 Aug 2023,Aug,18,2023,2,34,52,PM,EST
30,YouTube,INDIAN STUDENTS ARE SAVAGE pt 2,https://www.youtube.com/watch?v=uGQjdsbXvdo,Tanmay Bhat,https://www.youtube.com/channel/UC0rE2qq81of4fojo-KhO5rg,Aug 11 2023 2:14:46 PM EST,11 Aug 2023,Aug,11,2023,2,14,46,PM,EST
31,YouTube,$4000 NYC apartment #shorts #nyc,https://www.youtube.com/watch?v=egBNoEc_Q30,CALEB SIMPSON,https://www.youtube.com/channel/UCOrE6g6E4HwdUWaZeITOAaQ,Aug 11 2023 9:52:25 AM EST,11 Aug 2023,Aug,11,2023,9,52,25,AM,EST
32,YouTube,Using Math to Find When Your Dad is Coming Back with the Milk,https://www.youtube.com/watch?v=yrZDn1fwgKE,Dapz,https://www.youtube.com/channel/UCamjnFmK1_lsTWJGWzkC8ew,Aug 11 2023 9:48:43 AM EST,11 Aug 2023,Aug,11,2023,9,48,43,AM,EST
33,YouTube,"RECORD BREAKING Thali in Pune, India!!! (Matt Stonie Has NO Chance)",https://www.youtube.com/watch?v=4A8Fjgg8FXc,Best Ever Food Review Show,https://www.youtube.com/channel/UCcAd5Np7fO8SeejB1FVKcYw,Aug 5 2023 4:29:32 PM EST,5 Aug 2023,Aug,6,2023,1,59,32,AM,IST
34,YouTube,"Aubrey Anderson Emmons on Growing Up in ""Modern Family""",https://www.youtube.com/watch?v=NBHZBWIbkgM,KTLA 5,https://www.youtube.com/channel/UCinjnmQEwCddOudyCC1v7qA,Aug 5 2023 4:25:29 PM EST,5 Aug 2023,Aug,6,2023,1,55,29,AM,IST
35,YouTube,"Trying Indian Street Food For The First Time! (Gulab Jamun, Panipuri, Bhel Puri, Aloo Tikki)",https://www.youtube.com/watch?v=CWi9abJ89cE,People Vs Food,https://www.youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg,Aug 5 2023 4:18:20 PM EST,5 Aug 2023,Aug,6,2023,1,48,20,AM,IST
36,YouTube,"Americans Try Indian Street Food For The First Time! (Pav Bhaji, Dahi Puri, Jalebi)",https://www.youtube.com/watch?v=KtyPxdNhkLY,People Vs Food,https://www.youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg,Aug 5 2023 4:11:14 PM EST,5 Aug 2023,Aug,6,2023,1,41,14,AM,IST
37,YouTube,Michelin Star Indian take-out is the best thing,https://www.youtube.com/watch?v=mbxxfVz8xBk,JOLLY,https://www.youtube.com/channel/UCOgGAfSUy5LvEyVS_LF5kdw,Aug 5 2023 3:53:10 PM EST,5 Aug 2023,Aug,6,2023,1,23,10,AM,IST
38,YouTube,THE RAM CHARAN VLOG - Vlog 122,https://www.youtube.com/watch?v=DuaaDdlu4Z0,Tanmay Bhat,https://www.youtube.com/channel/UC0rE2qq81of4fojo-KhO5rg,Aug 5 2023 3:32:34 PM EST,5 Aug 2023,Aug,6,2023,1,2,34,AM,IST
39,YouTube,Bill Hader on Brooklyn Nine Nine,https://www.youtube.com/watch?v=MhGVu32QdJM,Fangirl's Diaries,https://www.youtube.com/channel/UCn6DEED5dHIrEJBOo3yx2tg,Aug 5 2023 9:59:51 AM EST,5 Aug 2023,Aug,5,2023,19,29,51,PM,IST
40,YouTube,Madhubala | Amit Trivedi | Cover By Sudhanshu Raj Khare,https://www.youtube.com/watch?v=3QzroPnU8R8,Sudhanshu Raj Khare,https://www.youtube.com/channel/UCEa1GTlUmK3rimlLq8hNq3A,Aug 5 2023 9:45:51 AM EST,5 Aug 2023,Aug,5,2023,19,15,51,PM,IST
41,YouTube,Madhubala Reprise feat. Neeti Mohan | Amit Trivedi | Ozil Dalal | Songs of Love | AT Azaad,https://www.youtube.com/watch?v=Wsk1ezSbmxw,Amit Trivedi Azaad,https://www.youtube.com/channel/UCV-l3a6kn4443HWJxPv4pVQ,Aug 5 2023 9:45:09 AM EST,5 Aug 2023,Aug,5,2023,19,15,9,PM,IST
42,YouTube,Madhubala OFFICIAL VIDEO | Amit Trivedi | Songs of Love |  Ozil Dalal | AT Azaad,https://www.youtube.com/watch?v=vEmBUhnBtFI,Amit Trivedi Azaad,https://www.youtube.com/channel/UCV-l3a6kn4443HWJxPv4pVQ,Aug 5 2023 9:44:30 AM EST,5 Aug 2023,Aug,5,2023,19,14,30,PM,IST
43,YouTube,"Introduction to economics | Supply, demand, and market equilibrium | Economics | Khan Academy",https://www.youtube.com/watch?v=8JYP_wU1JTU,Khan Academy,https://www.youtube.com/channel/UC4a-Gbdw7vOaccHmFo40b9g,Aug 4 2023 3:29:27 PM EST,4 Aug 2023,Aug,5,2023,0,59,27,AM,IST
44,YouTube,Chicken Bolognese || Singapore Airlines,https://www.youtube.com/watch?v=0U6svOeHOrQ,Analie's life in America,https://www.youtube.com/channel/UCUDYvD9sXAmNBwsGalLtQEg,Aug 3 2023 9:48:27 AM EST,3 Aug 2023,Aug,3,2023,19,18,27,PM,IST
45,YouTube,Play Youtube Music Directly via Speaker of Samsung Galaxy Watch 4,https://www.youtube.com/watch?v=t_OgrYNHqyc,Addicted Blogging,https://www.youtube.com/channel/UCpaj3aGOUh9nuMVshP5gygQ,Aug 3 2023 2:37:06 AM EST,3 Aug 2023,Aug,3,2023,12,7,6,PM,IST
46,YouTube,Kota factory Vaibhav speech on Chemistry and Jeetu Bhaiya motivation,https://www.youtube.com/watch?v=cSY062kdcp8,Vicky Pandey,https://www.youtube.com/channel/UCj7lChVbnM0PpOwMwEafUEA,Aug 2 2023 12:41:06 PM EST,2 Aug 2023,Aug,2,2023,22,11,6,PM,IST
47,YouTube,Honest Rant on Chemistry by Vaibhav Pandey | Kota Factory,https://www.youtube.com/watch?v=oUOI3sEQIsg,The Viral Fever,https://www.youtube.com/channel/UCNJcSUSzUeFm8W9P7UUlSeQ,Aug 2 2023 12:40:50 PM EST,2 Aug 2023,Aug,2,2023,22,10,50,PM,IST
48,YouTube,Samsung Galaxy Watch 4 Bluetooth vs LTE,https://www.youtube.com/watch?v=HTvcf-7AuiA,YOUR TECH FRIEND,https://www.youtube.com/channel/UCdSZQWJ_WvJF92qpuRWE6AA,Aug 2 2023 6:45:47 AM EST,2 Aug 2023,Aug,2,2023,16,15,47,PM,IST
49,YouTube,Galaxy Watch 4 LTE Review- The TRUTH About LTE vs Bluetooth!,https://www.youtube.com/watch?v=u1U21YeLHb8,ALLSTARSPACE,https://www.youtube.com/channel/UCXpJGo5u2rQEVTb-mioq4Pg,Aug 2 2023 6:42:51 AM EST,2 Aug 2023,Aug,2,2023,16,12,51,PM,IST
50,YouTube,Galaxy Watch 4 -  LTE vs Bluetooth (44mm),https://www.youtube.com/watch?v=8GuSfc9nXHo,Tech & Lifestyle,https://www.youtube.com/channel/UCP6bXfIFGMgTrUCh25pIP2w,Aug 2 2023 6:42:16 AM EST,2 Aug 2023,Aug,2,2023,16,12,16,PM,IST
51,YouTube,Samsung Galaxy Watch 4  *Unboxing & Quick look*,https://www.youtube.com/watch?v=O6SSGruCnmU,Tech Burner,https://www.youtube.com/channel/UCXUJJNoP1QupwsYIWFXmsZg,Aug 2 2023 6:37:59 AM EST,2 Aug 2023,Aug,2,2023,16,7,59,PM,IST
52,YouTube,BEST TIPS FOR PASSING EXAMS,https://www.youtube.com/watch?v=UkWNAp7_f5s,Tanmay Bhat,https://www.youtube.com/channel/UC0rE2qq81of4fojo-KhO5rg,Aug 1 2023 3:05:05 PM EST,1 Aug 2023,Aug,2,2023,0,35,5,AM,IST
53,YouTube,I moved,https://www.youtube.com/watch?v=27UCmCWXdMs,Taylor Bell,https://www.youtube.com/channel/UCP0f9FXZ4g-MxAqSUreHpCw,Aug 1 2023 2:52:27 PM EST,1 Aug 2023,Aug,2,2023,0,22,27,AM,IST
54,YouTube,Walkthrough: 961 Columbus Avenue #4C,https://www.youtube.com/watch?v=xAE1liCPMTc,Vector New York,https://www.youtube.com/channel/UCG6YLoUu_VyXNGU2hdY7mwQ,Jul 31 2023 12:59:59 PM EST,31 Jul 2023,Jul,20,2023,22,29,59,PM,IST
55,YouTube,name_vid,url_vid,name_chan,url_chan,Jul 31 2023 9:01:00 AM EST,31 Jul 2023,Jul,7,2023,18,31,0,PM,IST
56,YouTube,yah jawaani hai deewani best scene...,https://www.youtube.com/watch?v=xqkSS_h0KJk,kaif ,https://www.youtube.com/channel/UCI1v_ThmIdv0gl-WvPcKexA,Jul 31 2023 8:38:15 AM EST,31 Jul 2023,Jul,28,2023,18,8,15,PM,IST
57,YouTube,Modern Family Behind The Scenes,https://www.youtube.com/watch?v=VrgilL6qiKI,Tampa Bay’s MOR,https://www.youtube.com/channel/UC78ljVeAIqWrvIy-EG4lB7w,Jul 30 2023 4:02:50 PM EST,30 Jul 2023,Jul,31,2023,1,32,50,AM,IST
58,YouTube,PITAI REVIEW pt 5,https://www.youtube.com/watch?v=pdpI4gWFh3A,Tanmay Bhat,https://www.youtube.com/channel/UC0rE2qq81of4fojo-KhO5rg,Jul 30 2023 3:44:52 PM EST,30 Jul 2023,Jul,31,2023,1,14,52,AM,IST
59,YouTube,Gordon's Best Moments In India | Part Four | Gordon's Great Escape,https://www.youtube.com/watch?v=JEZp3Dql3QI,Gordon Ramsay,https://www.youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ,Jul 29 2023 5:38:45 PM EST,29 Jul 2023,Jul,30,2023,3,8,45,AM,IST
60,YouTube,Gordon's Best Moments In India | Part Three | Gordon's Great Escape,https://www.youtube.com/watch?v=Km-2SSn24Ts,Gordon Ramsay,https://www.youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ,Jul 29 2023 5:15:00 PM EST,29 Jul 2023,Jul,30,2023,2,45,0,AM,IST
61,YouTube,Gordon's Best Moments In India | Part Two | Gordon's Great Escape,https://www.youtube.com/watch?v=9GZg4TVpmUA,Gordon Ramsay,https://www.youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ,Jul 29 2023 5:02:43 PM EST,29 Jul 2023,Jul,30,2023,2,32,43,AM,IST
62,YouTube,Gordon's Best Moments In India | Part One | Gordon's Great Escape,https://www.youtube.com/watch?v=ZFadG6H6lVM,Gordon Ramsay,https://www.youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ,Jul 29 2023 4:49:42 PM EST,29 Jul 2023,Jul,30,2023,2,19,42,AM,IST
63,YouTube,Gordon Ramsay Cooks Street Food In India | Gordon's Great Escape,https://www.youtube.com/watch?v=7qOl97KGQDc,Gordon Ramsay,https://www.youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ,Jul 29 2023 4:42:49 PM EST,29 Jul 2023,Jul,30,2023,2,12,49,AM,IST
64,YouTube,yah jawaani hai deewani best scene...,https://www.youtube.com/watch?v=xqkSS_h0KJk,kaif ,https://www.youtube.com/channel/UCI1v_ThmIdv0gl-WvPcKexA,Jul 27 2023 4:09:38 PM EST,27 Jul 2023,Jul,28,2023,1,39,38,AM,IST
65,YouTube,"The Slambook Show Ep.4 || Rohan Desai, Shreemayee Das, Vishal Dayama",https://www.youtube.com/watch?v=8ICcWaypJbo,Kumar Varun,https://www.youtube.com/channel/UCGNttcniazbrHVCAMAT63ew,Jul 27 2023 12:21:07 PM EST,27 Jul 2023,Jul,27,2023,21,51,7,PM,IST
66,YouTube,"Introduction to economics | Supply, demand, and market equilibrium | Economics | Khan Academy",https://www.youtube.com/watch?v=8JYP_wU1JTU,Khan Academy,https://www.youtube.com/channel/UC4a-Gbdw7vOaccHmFo40b9g,Jul 26 2023 1:43:07 PM EST,26 Jul 2023,Jul,26,2023,23,13,7,PM,IST
67,YouTube,Intro to Economics - Course Trailer,https://www.youtube.com/watch?v=wCHm5SdNO5U,Khan Academy,https://www.youtube.com/channel/UC4a-Gbdw7vOaccHmFo40b9g,Jul 26 2023 1:14:01 PM EST,26 Jul 2023,Jul,26,2023,22,44,1,PM,IST
68,YouTube,Advertising Masterclass 2024: Ft. @TanmayBhatYT  at Masters’ Union,https://www.youtube.com/watch?v=B_Uh5V4xD4k,Masters' Union,https://www.youtube.com/channel/UCaTkVutJ9f-AoE7cz7VLlTw,Jul 26 2023 12:30:15 PM EST,26 Jul 2023,Jul,26,2023,22,0,15,PM,IST
69,YouTube,Morgan Stanley HireVue Video Interview Questions and Answers Practice,https://www.youtube.com/watch?v=_-1Oq8LRrew,Voomer,https://www.youtube.com/channel/UC4E3OVyeA1TBNywj_1t-bsA,Jul 22 2023 12:07:30 PM EST,22 Jul 2023,Jul,22,2023,21,37,30,PM,IST
70,YouTube,Morgan Stanley - The Most Formidable Investment Bank,https://www.youtube.com/watch?v=vmDOLs1ok94,Wall Street Millennial,https://www.youtube.com/channel/UCUyH4QfXX-5NOT0bULqG6lQ,Jul 22 2023 11:50:19 AM EST,22 Jul 2023,Jul,22,2023,21,20,19,PM,IST
71,YouTube,"Part 3: Data Science, Machine Learning, and AI at Morgan Stanley - Jeff McMillan",https://www.youtube.com/watch?v=2i_0eQc1DFA,Dataiku,https://www.youtube.com/channel/UCSMqVwPTmerMiCaL_zKRjBw,Jul 22 2023 11:28:56 AM EST,22 Jul 2023,Jul,22,2023,20,58,56,PM,IST
72,YouTube,NYC diaries 🍎🚕: room tour & my new routine in the city!,https://www.youtube.com/watch?v=kl7gZadcRWs,dobochobo,https://www.youtube.com/channel/UCTZHeY_cugi1rAAPoH-sMkA,Jul 21 2023 4:42:20 PM EST,21 Jul 2023,Jul,22,2023,2,12,20,AM,IST
73,YouTube,Walkthrough: 961 Columbus Avenue #4C,https://www.youtube.com/watch?v=xAE1liCPMTc,Vector New York,https://www.youtube.com/channel/UCG6YLoUu_VyXNGU2hdY7mwQ,Jul 21 2023 10:43:21 AM EST,21 Jul 2023,Jul,21,2023,20,13,21,PM,IST
74,YouTube,Walkthrough: 961 Columbus Avenue #1A,https://www.youtube.com/watch?v=Np4yaF3XRRI,Vector New York,https://www.youtube.com/channel/UCG6YLoUu_VyXNGU2hdY7mwQ,Jul 21 2023 10:40:45 AM EST,21 Jul 2023,Jul,21,2023,20,10,45,PM,IST
75,YouTube,KEN Things Ryan Gosling Can't Live Without | GQ,https://www.youtube.com/watch?v=aNJ_JPkbH2M,GQ,https://www.youtube.com/channel/UCsEukrAd64fqA7FjwkmZ_Dw,Jul 19 2023 2:39:35 PM EST,19 Jul 2023,Jul,20,2023,0,9,35,AM,IST
76,YouTube,THE USA VLOG | RAHUL DUA IN AMERICA | NEW VIDEO 2023,https://www.youtube.com/watch?v=Ig5ArbCODt8,Rahul Dua,https://www.youtube.com/channel/UCNqA44cRILQDwm9MG0vV-Og,Jul 19 2023 2:30:43 PM EST,19 Jul 2023,Jul,20,2023,0,0,43,AM,IST
77,YouTube,ONLINE CLASSES GONE WRONG pt 4,https://www.youtube.com/watch?v=oSZlDCF-xPw,Tanmay Bhat,https://www.youtube.com/channel/UC0rE2qq81of4fojo-KhO5rg,Jul 19 2023 2:17:57 PM EST,19 Jul 2023,Jul,19,2023,23,47,57,PM,IST
78,YouTube,Harry Styles - Daylight (Official Video),https://www.youtube.com/watch?v=-UJCMfuFtSQ,HarryStylesVEVO,https://www.youtube.com/channel/UCbOCbp5gXL8jigIBZLqMPrw,Jul 19 2023 2:14:58 PM EST,19 Jul 2023,Jul,19,2023,23,44,58,PM,IST
79,YouTube,NYC diaries 🍎🚕: room tour & my new routine in the city!,https://www.youtube.com/watch?v=kl7gZadcRWs,dobochobo,https://www.youtube.com/channel/UCTZHeY_cugi1rAAPoH-sMkA,Jul 19 2023 2:13:38 PM EST,19 Jul 2023,Jul,19,2023,23,43,38,PM,IST
80,YouTube,Harry Styles - Daylight,https://www.youtube.com/watch?v=oV4CAXB4q44,HarryStylesVEVO,https://www.youtube.com/channel/UCbOCbp5gXL8jigIBZLqMPrw,Jul 19 2023 3:04:45 AM EST,19 Jul 2023,Jul,19,2023,12,34,45,PM,IST
81,YouTube,NYC diaries 🍎🚕: room tour & my new routine in the city!,https://www.youtube.com/watch?v=kl7gZadcRWs,dobochobo,https://www.youtube.com/channel/UCTZHeY_cugi1rAAPoH-sMkA,Jul 18 2023 2:17:29 PM EST,18 Jul 2023,Jul,18,2023,23,47,29,PM,IST
82,YouTube,moving to new york! & living alone for the first time... ㅠㅠ,https://www.youtube.com/watch?v=qEWhYWYXBy4,dobochobo,https://www.youtube.com/channel/UCTZHeY_cugi1rAAPoH-sMkA,Jul 18 2023 2:05:10 PM EST,18 Jul 2023,Jul,18,2023,23,35,10,PM,IST
83,YouTube,Who made these circles in the Sahara?,https://www.youtube.com/watch?v=twAP3buj9Og,Vox,https://www.youtube.com/channel/UCLXo7UDZvByw2ixzpQCufnA,Jul 18 2023 11:59:41 AM EST,18 Jul 2023,Jul,18,2023,21,29,41,PM,IST
84,YouTube,moving to new york! & living alone for the first time... ㅠㅠ,https://www.youtube.com/watch?v=qEWhYWYXBy4,dobochobo,https://www.youtube.com/channel/UCTZHeY_cugi1rAAPoH-sMkA,Jul 17 2023 4:05:29 PM EST,17 Jul 2023,Jul,18,2023,1,35,29,AM,IST
85,YouTube,Moving to New York City at 22,https://www.youtube.com/watch?v=dIJ3ww1-JRg,Colt Kirwan,https://www.youtube.com/channel/UCH2tpAxt19Q_Kpxfsjf9sfg,Jul 17 2023 3:50:04 PM EST,17 Jul 2023,Jul,18,2023,1,20,4,AM,IST
86,YouTube,My Life in NYC as a Software Engineer! A Day in Life!,https://www.youtube.com/watch?v=7wGmlUe-mGw,Singh in USA,https://www.youtube.com/channel/UChYs-_zjKRYhdMddjx-NPLw,Jul 17 2023 3:38:06 PM EST,17 Jul 2023,Jul,18,2023,1,8,6,AM,IST
87,YouTube,Simple Ken Podcast | EP 39 - Viral Friendship Feat. @NirmalPillaiOriginal & @Theabishekkumar,https://www.youtube.com/watch?v=_PQ7HQSbRuw,Kenny Sebastian,https://www.youtube.com/channel/UCzNq9i-DlDDBLjPerVzJW-A,Jul 17 2023 2:19:51 PM EST,17 Jul 2023,Jul,17,2023,23,49,51,PM,IST
88,YouTube,BROTHER vs OTHER | Vir Das | Stand-Up Comedy | #TenonTen | Ep 6,https://www.youtube.com/watch?v=3cmwaxxCfx8,Vir Das COMEDY,https://www.youtube.com/channel/UCX2xI6iQR70IWlpi23V0gPw,Jul 17 2023 2:03:58 PM EST,17 Jul 2023,Jul,17,2023,23,33,58,PM,IST
89,YouTube,Dil To Paagal Hai | Part 4 of Door Khadi Sharmaaye | Standup Comedy by Prashasti Singh,https://www.youtube.com/watch?v=-FP3sqi4kWQ,Prashasti Singh,https://www.youtube.com/channel/UCo10yRzepDzIt7B7w2wnM1Q,Jul 17 2023 1:55:19 PM EST,17 Jul 2023,Jul,17,2023,23,25,19,PM,IST
